2480	178	23	4.9 	1	245
3180	305	11	4.8 	1	245
4071	0	1	5.0 	0	245
2990	247	56	4.9 	1	245
2580	196	48	4.9 	1	245
3640	159	7	4.7 	1	245
3780	264	39	4.8 	1	245
4360	470	22	4.8 	1	245
3911	0	2	5.0 	0	245
7896	0	1	5.0 	0	245
3871	13	4	4.8 	0	245
4398	13	4	4.8 	1	245
3938	0	4	4.5 	0	245
4609	138	17	4.6 	1	245
6259	100	14	4.7 	0	245
3430	106	4	4.5 	1	245
4860	29	6	4.7 	1	245
6808	16	3	4.7 	1	245
2131	112	7	4.6 	0	245
3942	20	3	4.7 	0	245
4299	0	1	5.0 	0	245
2760	208	31	4.6 	1	245
3045	502	90	4.6 	0	245
5580	0	0	0	0	245
3771	0	1	1.0 	0	245
5157	136	25	4.5 	1	245
4864	0	0	0	0	245
3180	281	8	4.5 	1	245
4430	0	0	0	1	245
3800	0	0	0	0	245
5430	0	0	0	0	245
2790	13	2	4.5 	0	245
4507	16	4	4.5 	0	245
3818	11	2	4.5 	1	245
5394	71	6	4.3 	0	245
2970	313	14	4.6 	1	245
2387	36	7	5.0 	0	245
3660	0	3	5.0 	0	245
3000	17	1	5.0 	0	245
3160	0	3	5.0 	0	245
3360	19	3	5.0 	0	245
3760	0	1	5.0 	0	245
2679	21	3	5.0 	0	245
2680	65	29	4.9 	1	245
3800	22	6	4.3 	0	245
4001	82	15	4.4 	0	245
4011	0	2	5.0 	0	245
5388	61	7	4.4 	0	245
4272	746	111	4.4 	0	245
6890	70	10	4.1 	0	245
7580	0	2	5.0 	0	245
2071	228	20	4.8 	0	245
3080	98	11	4.8 	1	245
5751	281	39	4.2 	1	245
5240	350	45	4.2 	1	245
3321	70	29	4.9 	0	245
3580	23	5	4.8 	1	245
4980	13	4	4.3 	0	245
6070	69	7	4.1 	0	245
4590	90	10	4.0 	0	245
5346	756	96	4.1 	1	245
5338	165	15	4.2 	1	245
2390	236	25	4.2 	1	245
3270	425	22	4.0 	1	245
4800	148	2	4.0 	1	245
6452	14	1	4.0 	1	245
3788	25	1	4.0 	1	245
4840	0	1	3.0 	0	245
4200	0	1	4.0 	0	245
5999	77	8	4.8 	0	245
2780	140	1	4.0 	1	245
4296	27	2	4.0 	1	245
4861	11	1	4.0 	0	245
5905	0	1	4.0 	1	245
4730	11	1	4.0 	1	245
9045	16	2	4.0 	0	245
3360	37	9	4.4 	0	245
2811	0	0	0	0	245
5536	27	6	3.7 	1	245
6081	54	10	3.8 	0	245
2551	296	50	4.5 	1	245
2960	15	7	4.4 	0	245
9680	0	1	4.0 	0	245
2485	174	6	3.5 	1	245
6596	0	1	5.0 	0	245
2715	10	4	4.0 	1	245
2409	33	9	4.8 	0	245
6601	0	2	5.0 	0	245
2220	71	16	4.8 	1	245
7580	0	7	5.0 	0	2
10461	0	1	5.0 	0	2
3061	114	3	5.0 	0	2
4691	64	13	4.6 	0	2
5638	46	9	4.7 	0	1
2688	1040	258	4.9 	1	262
2481	1837	343	4.6 	1	262
2388	500	168	5.0 	1	262
2000	1123	172	4.9 	1	262
2200	1249	369	5.0 	1	262
2888	0	2	5.0 	0	262
2000	575	169	5.0 	1	262
2688	26	9	5.0 	1	262
2200	601	108	4.9 	1	262
2316	291	115	5.0 	1	262
2190	157	44	5.0 	0	262
2100	777	215	5.0 	1	262
3722	107	37	5.0 	1	262
2600	115	40	5.0 	0	262
2021	1033	117	4.7 	1	262
3600	483	171	5.0 	1	262
3080	59	16	5.0 	0	262
3750	12	2	5.0 	0	262
3880	0	2	5.0 	0	262
2080	18	8	5.0 	0	262
4899	76	9	5.0 	1	262
2011	602	94	4.9 	1	262
2660	323	126	5.0 	1	262
2786	85	33	5.0 	0	262
2480	56	4	5.0 	1	262
3080	34	3	5.0 	0	262
2480	283	60	4.7 	1	262
3837	284	58	5.0 	1	262
2488	375	137	4.8 	0	262
2250	533	145	4.9 	1	262
2580	70	15	4.9 	0	262
2842	36	16	5.0 	0	262
2912	92	43	5.0 	1	262
3811	48	3	5.0 	1	262
3480	24	1	5.0 	1	262
5780	36	2	5.0 	1	262
3185	73	30	5.0 	1	262
3080	10	3	5.0 	0	262
3200	45	6	5.0 	0	262
4780	27	4	5.0 	0	262
2000	125	1	5.0 	1	262
2480	18	5	5.0 	0	262
2388	67	10	5.0 	1	262
3660	0	1	5.0 	0	262
2880	0	1	5.0 	0	262
6560	57	2	5.0 	1	262
3980	0	1	5.0 	0	262
5080	16	4	5.0 	0	262
3900	16	2	5.0 	0	262
2931	122	14	4.5 	0	262
3612	103	26	5.0 	1	262
6680	34	6	5.0 	1	262
4560	141	4	5.0 	1	262
2925	14	2	5.0 	1	262
3980	0	1	5.0 	0	262
3600	49	10	5.0 	1	262
3880	0	2	5.0 	0	262
3080	0	1	5.0 	0	262
2880	0	1	5.0 	0	262
2480	28	8	5.0 	0	262
2680	16	2	5.0 	0	262
2480	0	3	5.0 	0	262
2816	71	26	5.0 	0	262
2480	0	1	5.0 	0	262
2880	0	2	5.0 	0	262
3720	145	22	4.8 	1	262
2080	267	28	4.8 	1	262
3600	42	6	4.8 	0	262
3540	142	3	4.7 	0	262
3080	102	12	4.8 	1	262
6680	66	8	4.6 	1	262
2080	32	13	4.7 	0	262
4000	57	8	4.5 	0	262
5978	23	6	4.5 	0	262
3366	114	18	5.0 	1	262
2711	355	48	4.9 	1	262
3600	559	120	4.8 	1	262
3559	581	70	4.4 	1	262
3081	0	2	4.5 	0	262
5312	0	1	5.0 	1	262
3751	237	6	5.0 	1	262
2500	0	4	5.0 	0	262
2715	0	1	5.0 	1	262
2388	14	3	5.0 	0	262
2641	16	4	4.0 	0	262
3200	130	7	4.4 	1	262
2199	82	24	4.6 	0	262
5978	0	2	5.0 	1	262
6188	0	1	5.0 	0	262
2680	10	1	5.0 	0	262
1900	58	23	5.0 	1	262
2200	173	44	5.0 	0	262
2600	0	1	5.0 	0	262
2000	18	6	5.0 	0	262
2000	0	1	5.0 	0	262
3144	0	5	5.0 	0	262
3260	21	9	5.0 	0	262
8384	0	1	5.0 	0	262
2400	54	17	4.8 	0	262
2680	0	2	4.5 	0	262
3600	0	1	5.0 	0	262
2600	315	74	5.0 	1	262
2900	0	1	5.0 	0	262
2000	416	83	5.0 	1	262
2477	249	42	5.0 	1	262
2666	0	4	5.0 	1	262
3880	10	4	5.0 	0	262
3280	0	1	5.0 	0	262
3880	0	5	5.0 	0	262
2980	0	2	5.0 	0	262
2888	17	4	5.0 	0	262
4907	19	3	5.0 	1	262
3680	50	5	5.0 	1	262
3906	35	11	5.0 	1	262
3680	155	11	5.0 	1	262
3780	25	6	5.0 	1	262
4492	49	8	5.0 	1	262
2280	0	1	5.0 	0	262
2466	154	11	5.0 	1	262
3088	11	7	5.0 	0	262
3200	0	2	5.0 	0	262
2980	57	2	5.0 	1	262
3980	10	3	5.0 	0	262
3980	0	1	5.0 	0	262
3450	42	3	5.0 	1	262
2590	0	2	5.0 	0	262
2980	15	3	5.0 	1	262
2699	119	3	5.0 	1	262
3980	0	1	5.0 	0	262
3980	0	1	5.0 	1	262
3366	81	15	5.0 	1	262
2580	0	1	5.0 	0	262
3680	0	1	5.0 	0	262
3080	0	1	5.0 	0	262
2680	0	1	5.0 	0	262
2880	10	1	5.0 	0	262
3680	96	1	5.0 	1	262
2580	60	4	5.0 	1	262
3803	0	2	5.0 	1	262
2000	0	2	5.0 	0	262
4387	0	1	5.0 	1	262
3060	0	1	5.0 	0	262
2080	0	1	5.0 	0	262
3792	0	1	5.0 	0	262
3880	0	2	5.0 	0	262
3558	10	4	5.0 	0	262
3680	51	13	5.0 	0	262
2888	34	11	5.0 	0	262
2910	0	1	5.0 	0	262
2980	0	2	5.0 	0	262
2780	0	1	5.0 	0	262
2480	0	3	5.0 	0	262
2000	21	4	5.0 	1	262
3030	0	1	5.0 	0	262
2636	37	13	5.0 	0	262
4456	10	5	5.0 	0	262
2200	455	103	5.0 	1	262
2866	295	47	5.0 	1	262
3180	294	46	4.9 	1	262
2479	143	23	4.9 	1	262
3080	0	2	5.0 	1	262
4480	219	56	4.9 	1	262
3055	347	12	4.8 	1	262
2000	326	37	4.9 	1	262
2980	274	32	4.8 	1	262
3860	21	8	4.9 	1	262
2190	54	8	4.9 	1	262
2692	301	49	4.8 	1	262
3980	180	25	4.8 	1	262
2880	267	22	4.8 	1	262
2100	30	7	4.9 	1	262
2902	533	102	4.8 	1	262
2575	247	27	4.9 	1	262
2260	178	35	4.7 	0	262
3280	18	5	4.8 	0	262
2431	210	9	4.8 	0	262
3580	28	4	4.8 	1	262
2080	26	4	4.8 	0	262
4380	250	26	4.7 	1	262
2431	407	34	4.7 	1	262
3926	98	20	4.7 	0	262
2051	1305	58	4.6 	0	262
3199	26	10	4.7 	1	262
5780	217	9	4.6 	1	262
3680	71	6	4.3 	1	262
2680	17	1	2.0 	0	262
2000	144	27	4.6 	1	262
2900	74	9	4.7 	0	262
2150	67	12	4.7 	0	262
4280	443	17	4.5 	1	262
3939	51	1	5.0 	1	262
3780	198	12	4.5 	1	262
2606	0	0	0	0	262
6850	163	14	4.3 	0	262
3680	67	2	4.5 	1	262
3980	90	2	4.0 	1	262
4680	1096	43	4.3 	1	262
4080	12	1	5.0 	1	262
2000	0	0	0	0	262
5380	219	8	4.4 	1	262
2768	0	3	5.0 	1	262
2388	0	3	5.0 	0	262
2588	0	2	5.0 	1	262
3188	0	1	5.0 	0	262
2688	0	1	5.0 	0	262
3200	0	1	5.0 	0	262
3388	0	1	5.0 	0	262
2920	0	1	5.0 	0	262
3277	13	5	5.0 	1	262
2768	0	1	5.0 	0	262
3360	0	2	5.0 	0	262
2288	0	1	5.0 	0	262
2380	0	4	5.0 	0	262
2789	0	1	5.0 	0	262
3388	0	1	5.0 	0	262
3760	0	3	5.0 	0	262
4288	0	1	5.0 	0	262
2888	0	1	5.0 	0	262
3098	0	2	5.0 	1	262
3039	0	1	5.0 	1	262
2496	12	4	5.0 	0	262
4798	0	1	5.0 	0	262
3580	0	1	5.0 	0	262
3688	0	1	5.0 	0	262
2680	0	3	5.0 	0	262
2922	0	2	5.0 	0	262
3180	110	3	3.7 	1	262
2760	140	16	4.1 	1	262
2770	38	5	4.4 	0	262
2820	0	0	0	0	262
3699	156	14	4.2 	0	262
4480	18	4	4.5 	0	262
4680	86	4	4.3 	1	262
3018	18	4	4.8 	1	262
4680	532	19	4.2 	1	262
5756	0	1	5.0 	1	262
5086	0	1	5.0 	1	262
7298	0	1	5.0 	0	262
5369	0	1	5.0 	1	262
3481	0	1	5.0 	1	262
4702	10	2	5.0 	1	262
4313	18	2	5.0 	1	262
3980	0	1	5.0 	1	262
5368	0	1	5.0 	1	262
7815	0	1	5.0 	0	262
2680	0	1	5.0 	0	262
2680	0	1	5.0 	0	262
3450	106	10	5.0 	1	262
2200	0	2	5.0 	0	262
3200	0	4	5.0 	0	262
2480	42	3	5.0 	1	262
3000	0	1	5.0 	0	262
2000	0	2	5.0 	0	262
2600	0	1	5.0 	0	262
2000	42	9	5.0 	1	262
2000	0	2	5.0 	0	262
2000	0	4	5.0 	0	262
2380	0	2	5.0 	0	262
2000	80	12	5.0 	1	262
2200	27	3	5.0 	1	262
2480	0	1	5.0 	0	262
8346	0	0	0	0	262
18530	0	2	5.0 	0	1
4058	608	193	4.9 	1	84
2841	299	63	4.8 	0	84
2788	117	24	4.8 	1	84
3374	177	46	4.9 	1	84
3520	63	20	5.0 	1	84
3381	222	20	4.7 	1	84
3501	60	13	4.6 	0	84
3741	17	5	4.8 	0	84
3016	4929	683	4.4 	1	84
3741	57	12	4.8 	0	84
4261	30	7	4.3 	1	84
4146	116	25	4.8 	0	84
5697	26	1	5.0 	0	84
3641	0	1	5.0 	0	84
4926	208	43	4.7 	1	84
4879	115	25	4.7 	1	84
4339	23	8	4.6 	1	84
2191	242	59	4.9 	0	84
5705	1979	258	4.3 	1	84
3264	1832	197	4.5 	1	84
3214	342	56	4.5 	0	84
5768	646	113	4.3 	0	84
5505	116	25	4.4 	1	84
4261	148	21	4.3 	1	84
5271	0	1	5.0 	0	84
5341	12	2	4.0 	1	84
2231	68	23	5.0 	0	84
5007	1318	177	4.4 	1	84
4888	46	14	4.4 	0	84
2488	820	85	4.4 	1	84
3360	0	1	5.0 	0	84
5915	1707	114	4.1 	0	84
4871	32	3	4.0 	0	84
7359	59	6	4.3 	0	84
4121	25	7	4.4 	0	84
5130	783	111	4.2 	1	84
3010	100	11	4.1 	1	84
10177	18	1	4.0 	0	84
3503	482	89	4.3 	0	84
3063	11	5	4.8 	0	84
2500	98	3	5.0 	1	84
4601	0	1	5.0 	1	84
3726	0	2	5.0 	0	84
4080	12	4	5.0 	0	84
3680	0	1	5.0 	0	84
4832	13	1	5.0 	1	84
4380	20	2	5.0 	0	84
3861	0	1	5.0 	0	84
3560	21	3	5.0 	0	84
3869	0	0	0	0	84
3084	102	18	4.6 	0	84
4971	0	0	0	0	84
3080	33	9	4.6 	0	84
3441	178	44	4.5 	0	84
2680	0	0	0	0	84
3800	0	0	0	0	84
4672	0	0	0	0	84
3741	40	9	4.6 	0	84
4371	17	0	0	0	84
6312	41	4	4.5 	0	84
3860	0	1	5.0 	0	84
2960	0	1	5.0 	0	84
3160	0	1	5.0 	0	84
2760	0	3	5.0 	0	84
4067	827	106	4.4 	0	84
7435	929	72	4.3 	0	84
5742	405	42	4.3 	0	84
2750	320	60	4.4 	0	84
5256	195	16	4.1 	0	84
4720	50	10	4.2 	1	84
3458	50	8	4.0 	0	84
2750	91	21	4.7 	0	84
4352	105	18	3.9 	1	84
3621	0	1	3.0 	0	84
6412	11	2	4.0 	1	84
4391	15	2	3.5 	1	84
2830	0	4	5.0 	0	84
3080	0	3	4.0 	0	84
8580	0	0	0	0	84
3681	138	11	3.5 	0	84
3680	0	0	0	0	84
2560	33	9	5.0 	0	84
4501	22	4	5.0 	0	84
3362	0	1	5.0 	0	84
3521	245	37	4.2 	0	4
2913	917	127	4.2 	0	4
2883	103	19	4.2 	0	4
3999	43	6	4.0 	0	4
6797	18	5	4.4 	0	1
4360	24	1	5.0 	1	4
4360	19	3	4.3 	0	4
4360	285	7	4.3 	1	4
4360	170	3	4.0 	1	4
4046	39	8	4.8 	1	11
5400	12	1	5.0 	0	11
4807	70	6	4.2 	0	11
3945	94	9	4.3 	0	11
2000	200	21	4.4 	0	11
3700	18	3	5.0 	0	11
4452	99	12	4.5 	0	11
7237	0	0	0	0	11
3184	542	77	4.5 	1	11
4304	45	4	4.5 	1	11
3630	0	1	4.0 	0	11
2811	1943	402	4.9 	1	92
4151	268	44	4.8 	0	92
4811	364	87	4.8 	0	92
2811	107	26	4.8 	0	92
2685	36	15	4.9 	0	92
2530	14	3	5.0 	0	92
4514	43	5	5.0 	1	92
3781	120	36	4.8 	0	92
3579	519	55	4.6 	1	92
5231	63	13	4.9 	1	92
2801	214	83	5.0 	1	92
4411	64	7	4.9 	1	92
4731	53	10	5.0 	0	92
6506	12	1	5.0 	1	92
8280	0	2	5.0 	1	92
4387	39	5	4.4 	1	92
4631	246	23	4.7 	1	92
4980	0	1	5.0 	0	92
3436	47	18	5.0 	0	92
5880	11	4	5.0 	0	92
3619	0	1	5.0 	0	92
6758	154	10	4.5 	1	92
4772	72	6	4.8 	0	92
4543	105	9	4.8 	1	92
4643	30	3	4.3 	1	92
3800	60	17	4.8 	0	92
3800	107	26	4.6 	1	92
6231	389	35	4.4 	1	92
6311	121	7	4.1 	1	92
3560	69	5	4.2 	1	92
5296	91	12	4.3 	0	92
3778	1811	150	4.3 	1	92
4540	138	13	4.5 	0	92
2490	20	3	5.0 	0	92
8424	21	1	5.0 	1	92
6999	12	2	3.0 	0	92
2660	18	4	3.0 	1	92
3368	0	1	5.0 	0	92
6524	13	1	5.0 	1	92
4356	0	1	5.0 	1	92
4400	0	1	5.0 	0	92
5841	0	1	5.0 	1	92
4149	0	3	5.0 	0	92
4688	0	1	5.0 	0	92
2231	94	20	5.0 	1	92
4200	10	5	5.0 	0	92
5630	24	3	5.0 	1	92
7406	29	4	5.0 	1	92
5480	375	45	4.9 	1	92
7809	44	5	4.6 	1	92
6542	20	4	4.8 	1	92
6631	0	0	0	1	92
3580	13	2	5.0 	1	92
6069	45	6	4.7 	1	92
4818	0	0	0	0	92
2425	178	27	4.6 	1	92
4808	10	0	0	0	92
3231	118	12	4.5 	1	92
3591	649	84	4.5 	1	92
7921	18	2	4.0 	1	92
3231	39	2	4.5 	1	92
3537	43	6	4.5 	1	92
4734	61	4	4.5 	1	92
2890	0	2	4.5 	0	92
3360	0	1	5.0 	0	92
3480	0	1	5.0 	0	92
5340	0	2	5.0 	0	92
3551	27	5	4.2 	1	92
4661	71	5	4.2 	1	92
5549	948	74	4.2 	0	92
4345	38	6	4.2 	1	92
3551	78	11	4.1 	1	92
5265	124	14	4.2 	0	92
5933	145	23	4.3 	1	92
5982	16	7	4.1 	1	92
5257	142	22	4.1 	1	92
4666	27	4	4.3 	0	92
4667	187	25	4.2 	1	92
6579	23	3	3.7 	1	92
3690	37	2	4.0 	1	92
6700	0	0	0	0	92
4441	25	1	4.0 	1	92
6570	32	4	3.8 	1	92
4596	13	1	4.0 	1	92
3150	0	2	5.0 	0	92
6289	61	5	4.0 	1	92
5587	19	5	3.8 	1	92
4502	56	8	4.3 	1	92
2720	198	29	4.7 	0	92
3240	0	0	0	0	92
5566	0	1	3.0 	0	92
2281	344	13	3.8 	1	92
2401	425	59	4.7 	0	6
6691	89	12	5.0 	0	6
25766	0	1	5.0 	0	6
8715	14	2	4.5 	0	6
27192	0	2	4.5 	0	6
7017	22	2	4.5 	0	6
3841	30	5	5.0 	0	2
6453	34	5	4.4 	1	2
					
