6081	54	10	3.8 	0
2551	296	50	4.5 	1
2960	15	7	4.4 	0
9680	0	1	4.0 	0
2485	174	6	3.5 	1
6596	0	1	5.0 	0
2715	10	4	4.0 	1
2409	33	9	4.8 	0
6601	0	2	5.0 	0
2220	71	16	4.8 	1
7580	0	7	5.0 	0
10461	0	1	5.0 	0
3061	114	3	5.0 	0
4691	64	13	4.6 	0
5638	46	9	4.7 	0
2688	1040	258	4.9 	1
2481	1837	343	4.6 	1
2388	500	168	5.0 	1
2000	1123	172	4.9 	1
2200	1249	369	5.0 	1
2888	0	2	5.0 	0
2000	575	169	5.0 	1
2688	26	9	5.0 	1
2200	601	108	4.9 	1
2316	291	115	5.0 	1
2190	157	44	5.0 	0
2100	777	215	5.0 	1
3722	107	37	5.0 	1
2600	115	40	5.0 	0
2021	1033	117	4.7 	1
3600	483	171	5.0 	1
3080	59	16	5.0 	0
3750	12	2	5.0 	0
3880	0	2	5.0 	0
2080	18	8	5.0 	0
4899	76	9	5.0 	1
2011	602	94	4.9 	1
2660	323	126	5.0 	1
2786	85	33	5.0 	0
2480	56	4	5.0 	1
3080	34	3	5.0 	0
2480	283	60	4.7 	1
3837	284	58	5.0 	1
2488	375	137	4.8 	0
2250	533	145	4.9 	1
2580	70	15	4.9 	0
2842	36	16	5.0 	0
2912	92	43	5.0 	1
3811	48	3	5.0 	1
3480	24	1	5.0 	1
5780	36	2	5.0 	1
3185	73	30	5.0 	1
3080	10	3	5.0 	0
3200	45	6	5.0 	0
4780	27	4	5.0 	0
2000	125	1	5.0 	1
2480	18	5	5.0 	0
2388	67	10	5.0 	1
3660	0	1	5.0 	0
2880	0	1	5.0 	0
6560	57	2	5.0 	1
3980	0	1	5.0 	0
5080	16	4	5.0 	0
3900	16	2	5.0 	0
2931	122	14	4.5 	0
3612	103	26	5.0 	1
6680	34	6	5.0 	1
4560	141	4	5.0 	1
2925	14	2	5.0 	1
3980	0	1	5.0 	0
3600	49	10	5.0 	1
3880	0	2	5.0 	0
3080	0	1	5.0 	0
2880	0	1	5.0 	0
2480	28	8	5.0 	0
2680	16	2	5.0 	0
2480	0	3	5.0 	0
2816	71	26	5.0 	0
2480	0	1	5.0 	0
2880	0	2	5.0 	0
3720	145	22	4.8 	1
2080	267	28	4.8 	1
3600	42	6	4.8 	0
3540	142	3	4.7 	0
3080	102	12	4.8 	1
6680	66	8	4.6 	1
2080	32	13	4.7 	0
4000	57	8	4.5 	0
5978	23	6	4.5 	0
3366	114	18	5.0 	1
2711	355	48	4.9 	1
3600	559	120	4.8 	1
3559	581	70	4.4 	1
3081	0	2	4.5 	0
5312	0	1	5.0 	1
3751	237	6	5.0 	1
2500	0	4	5.0 	0
2715	0	1	5.0 	1
2388	14	3	5.0 	0
2641	16	4	4.0 	0
3200	130	7	4.4 	1
2199	82	24	4.6 	0
5978	0	2	5.0 	1
6188	0	1	5.0 	0
2680	10	1	5.0 	0
1900	58	23	5.0 	1
2200	173	44	5.0 	0
2600	0	1	5.0 	0
2000	18	6	5.0 	0
2000	0	1	5.0 	0
3144	0	5	5.0 	0
3260	21	9	5.0 	0
8384	0	1	5.0 	0
2400	54	17	4.8 	0
2680	0	2	4.5 	0
3600	0	1	5.0 	0
2600	315	74	5.0 	1
2900	0	1	5.0 	0
2000	416	83	5.0 	1
2477	249	42	5.0 	1
2666	0	4	5.0 	1
3880	10	4	5.0 	0
3280	0	1	5.0 	0
3880	0	5	5.0 	0
2980	0	2	5.0 	0
2888	17	4	5.0 	0
4907	19	3	5.0 	1
3680	50	5	5.0 	1
3906	35	11	5.0 	1
3680	155	11	5.0 	1
3780	25	6	5.0 	1
4492	49	8	5.0 	1
2280	0	1	5.0 	0
2466	154	11	5.0 	1
3088	11	7	5.0 	0
3200	0	2	5.0 	0
2980	57	2	5.0 	1
3980	10	3	5.0 	0
3980	0	1	5.0 	0
3450	42	3	5.0 	1
2590	0	2	5.0 	0
2980	15	3	5.0 	1
2699	119	3	5.0 	1
3980	0	1	5.0 	0
3980	0	1	5.0 	1
3366	81	15	5.0 	1
2580	0	1	5.0 	0
3680	0	1	5.0 	0
3080	0	1	5.0 	0
2680	0	1	5.0 	0
2880	10	1	5.0 	0
3680	96	1	5.0 	1
2580	60	4	5.0 	1
3803	0	2	5.0 	1
2000	0	2	5.0 	0
4387	0	1	5.0 	1
3060	0	1	5.0 	0
2080	0	1	5.0 	0
3792	0	1	5.0 	0
3880	0	2	5.0 	0
3558	10	4	5.0 	0
3680	51	13	5.0 	0
2888	34	11	5.0 	0
2910	0	1	5.0 	0
2980	0	2	5.0 	0
2780	0	1	5.0 	0
2480	0	3	5.0 	0
2000	21	4	5.0 	1
3030	0	1	5.0 	0
2636	37	13	5.0 	0
4456	10	5	5.0 	0
2200	455	103	5.0 	1
2866	295	47	5.0 	1
3180	294	46	4.9 	1
2479	143	23	4.9 	1
3080	0	2	5.0 	1
4480	219	56	4.9 	1
3055	347	12	4.8 	1
2000	326	37	4.9 	1
2980	274	32	4.8 	1
3860	21	8	4.9 	1
2190	54	8	4.9 	1
2692	301	49	4.8 	1
3980	180	25	4.8 	1
2880	267	22	4.8 	1
2100	30	7	4.9 	1
2902	533	102	4.8 	1
2575	247	27	4.9 	1
2260	178	35	4.7 	0
3280	18	5	4.8 	0
2431	210	9	4.8 	0
3580	28	4	4.8 	1
2080	26	4	4.8 	0
4380	250	26	4.7 	1
2431	407	34	4.7 	1
3926	98	20	4.7 	0
2051	1305	58	4.6 	0
3199	26	10	4.7 	1
5780	217	9	4.6 	1
3680	71	6	4.3 	1
2680	17	1	2.0 	0
2000	144	27	4.6 	1
2900	74	9	4.7 	0
2150	67	12	4.7 	0
4280	443	17	4.5 	1
3939	51	1	5.0 	1
3780	198	12	4.5 	1
2606	0	0	0	0
6850	163	14	4.3 	0
3680	67	2	4.5 	1
3980	90	2	4.0 	1
4680	1096	43	4.3 	1
4080	12	1	5.0 	1
2000	0	0	0	0
5380	219	8	4.4 	1
2768	0	3	5.0 	1
2388	0	3	5.0 	0
2588	0	2	5.0 	1
3188	0	1	5.0 	0
2688	0	1	5.0 	0
3200	0	1	5.0 	0
3388	0	1	5.0 	0
2920	0	1	5.0 	0
3277	13	5	5.0 	1
2768	0	1	5.0 	0
3360	0	2	5.0 	0
2288	0	1	5.0 	0
2380	0	4	5.0 	0
2789	0	1	5.0 	0
3388	0	1	5.0 	0
3760	0	3	5.0 	0
4288	0	1	5.0 	0
2888	0	1	5.0 	0
3098	0	2	5.0 	1
3039	0	1	5.0 	1
2496	12	4	5.0 	0
4798	0	1	5.0 	0
3580	0	1	5.0 	0
3688	0	1	5.0 	0
2680	0	3	5.0 	0
2922	0	2	5.0 	0
3180	110	3	3.7 	1
2760	140	16	4.1 	1
2770	38	5	4.4 	0
2820	0	0	0	0
3699	156	14	4.2 	0
4480	18	4	4.5 	0
4680	86	4	4.3 	1
3018	18	4	4.8 	1
4680	532	19	4.2 	1
5756	0	1	5.0 	1
5086	0	1	5.0 	1
7298	0	1	5.0 	0
5369	0	1	5.0 	1
3481	0	1	5.0 	1
4702	10	2	5.0 	1
4313	18	2	5.0 	1
3980	0	1	5.0 	1
5368	0	1	5.0 	1
7815	0	1	5.0 	0
2680	0	1	5.0 	0
2680	0	1	5.0 	0
3450	106	10	5.0 	1
2200	0	2	5.0 	0
3200	0	4	5.0 	0
2480	42	3	5.0 	1
3000	0	1	5.0 	0
2000	0	2	5.0 	0
2600	0	1	5.0 	0
2000	42	9	5.0 	1
2000	0	2	5.0 	0
2000	0	4	5.0 	0
2380	0	2	5.0 	0
2000	80	12	5.0 	1
2200	27	3	5.0 	1
2480	0	1	5.0 	0
8346	0	0	0	0
18530	0	2	5.0 	0
4058	608	193	4.9 	1
2841	299	63	4.8 	0
2788	117	24	4.8 	1
3374	177	46	4.9 	1
3520	63	20	5.0 	1
3381	222	20	4.7 	1
3501	60	13	4.6 	0
3741	17	5	4.8 	0
3016	4929	683	4.4 	1
3741	57	12	4.8 	0
4261	30	7	4.3 	1
4146	116	25	4.8 	0
5697	26	1	5.0 	0
3641	0	1	5.0 	0
4926	208	43	4.7 	1
4879	115	25	4.7 	1
4339	23	8	4.6 	1
2191	242	59	4.9 	0
5705	1979	258	4.3 	1
3264	1832	197	4.5 	1
3214	342	56	4.5 	0
5768	646	113	4.3 	0
5505	116	25	4.4 	1
4261	148	21	4.3 	1
5271	0	1	5.0 	0
5341	12	2	4.0 	1
2231	68	23	5.0 	0
5007	1318	177	4.4 	1
4888	46	14	4.4 	0
2488	820	85	4.4 	1
3360	0	1	5.0 	0
5915	1707	114	4.1 	0
4871	32	3	4.0 	0
7359	59	6	4.3 	0
4121	25	7	4.4 	0
5130	783	111	4.2 	1
3010	100	11	4.1 	1
10177	18	1	4.0 	0
3503	482	89	4.3 	0
3063	11	5	4.8 	0
2500	98	3	5.0 	1
4601	0	1	5.0 	1
3726	0	2	5.0 	0
4080	12	4	5.0 	0
3680	0	1	5.0 	0
4832	13	1	5.0 	1
4380	20	2	5.0 	0
3861	0	1	5.0 	0
3560	21	3	5.0 	0
3869	0	0	0	0
3084	102	18	4.6 	0
4971	0	0	0	0
3080	33	9	4.6 	0
3441	178	44	4.5 	0
2680	0	0	0	0
3800	0	0	0	0
4672	0	0	0	0
3741	40	9	4.6 	0
4371	17	0	0	0
6312	41	4	4.5 	0
3860	0	1	5.0 	0
2960	0	1	5.0 	0
3160	0	1	5.0 	0
2760	0	3	5.0 	0
4067	827	106	4.4 	0
7435	929	72	4.3 	0
5742	405	42	4.3 	0
2750	320	60	4.4 	0
5256	195	16	4.1 	0
4720	50	10	4.2 	1
3458	50	8	4.0 	0
2750	91	21	4.7 	0
4352	105	18	3.9 	1
3621	0	1	3.0 	0
6412	11	2	4.0 	1
4391	15	2	3.5 	1
2830	0	4	5.0 	0
3080	0	3	4.0 	0
8580	0	0	0	0
3681	138	11	3.5 	0
3680	0	0	0	0
2560	33	9	5.0 	0
4501	22	4	5.0 	0
3362	0	1	5.0 	0
3521	245	37	4.2 	0
2913	917	127	4.2 	0
2883	103	19	4.2 	0
3999	43	6	4.0 	0
6797	18	5	4.4 	0
4360	24	1	5.0 	1
4360	19	3	4.3 	0
4360	285	7	4.3 	1
4360	170	3	4.0 	1
4046	39	8	4.8 	1
5400	12	1	5.0 	0
4807	70	6	4.2 	0
3945	94	9	4.3 	0
2000	200	21	4.4 	0
3700	18	3	5.0 	0
4452	99	12	4.5 	0
7237	0	0	0	0
3184	542	77	4.5 	1
4304	45	4	4.5 	1
3630	0	1	4.0 	0
2811	1943	402	4.9 	1
4151	268	44	4.8 	0
4811	364	87	4.8 	0
2811	107	26	4.8 	0
2685	36	15	4.9 	0
2530	14	3	5.0 	0
4514	43	5	5.0 	1
3781	120	36	4.8 	0
3579	519	55	4.6 	1
5231	63	13	4.9 	1
2801	214	83	5.0 	1
4411	64	7	4.9 	1
4731	53	10	5.0 	0
6506	12	1	5.0 	1
8280	0	2	5.0 	1
4387	39	5	4.4 	1
4631	246	23	4.7 	1
4980	0	1	5.0 	0
3436	47	18	5.0 	0
5880	11	4	5.0 	0
3619	0	1	5.0 	0
6758	154	10	4.5 	1
4772	72	6	4.8 	0
4543	105	9	4.8 	1
4643	30	3	4.3 	1
3800	60	17	4.8 	0
3800	107	26	4.6 	1
6231	389	35	4.4 	1
6311	121	7	4.1 	1
3560	69	5	4.2 	1
5296	91	12	4.3 	0
3778	1811	150	4.3 	1
4540	138	13	4.5 	0
2490	20	3	5.0 	0
8424	21	1	5.0 	1
6999	12	2	3.0 	0
2660	18	4	3.0 	1
3368	0	1	5.0 	0
6524	13	1	5.0 	1
4356	0	1	5.0 	1
4400	0	1	5.0 	0
5841	0	1	5.0 	1
4149	0	3	5.0 	0
4688	0	1	5.0 	0
2231	94	20	5.0 	1
4200	10	5	5.0 	0
5630	24	3	5.0 	1
7406	29	4	5.0 	1
5480	375	45	4.9 	1
7809	44	5	4.6 	1
6542	20	4	4.8 	1
6631	0	0	0	1
3580	13	2	5.0 	1
6069	45	6	4.7 	1
4818	0	0	0	0
2425	178	27	4.6 	1
4808	10	0	0	0
3231	118	12	4.5 	1
3591	649	84	4.5 	1
7921	18	2	4.0 	1
3231	39	2	4.5 	1
3537	43	6	4.5 	1
4734	61	4	4.5 	1
2890	0	2	4.5 	0
3360	0	1	5.0 	0
3480	0	1	5.0 	0
5340	0	2	5.0 	0
3551	27	5	4.2 	1
4661	71	5	4.2 	1
5549	948	74	4.2 	0
4345	38	6	4.2 	1
3551	78	11	4.1 	1
5265	124	14	4.2 	0
5933	145	23	4.3 	1
5982	16	7	4.1 	1
5257	142	22	4.1 	1
4666	27	4	4.3 	0
4667	187	25	4.2 	1
6579	23	3	3.7 	1
3690	37	2	4.0 	1
6700	0	0	0	0
4441	25	1	4.0 	1
6570	32	4	3.8 	1
4596	13	1	4.0 	1
3150	0	2	5.0 	0
6289	61	5	4.0 	1
5587	19	5	3.8 	1
4502	56	8	4.3 	1
2720	198	29	4.7 	0
3240	0	0	0	0
5566	0	1	3.0 	0
2281	344	13	3.8 	1
2401	425	59	4.7 	0
6691	89	12	5.0 	0
25766	0	1	5.0 	0
8715	14	2	4.5 	0
27192	0	2	4.5 	0
7017	22	2	4.5 	0
3841	30	5	5.0 	0
6453	34	5	4.4 	1
